nu,[0]Acetonitrile-HITRAN(x-sec)-X=0.01-T=203.2K-P=0.1321atm-L=15cm
894.169883,0.9982202855732447
894.186284,0.9992764019234474
894.202684,0.9986713833935911
894.219084,0.9994928786295312
894.235485,0.999258315184258
894.251885,0.9990525890773911
894.268285,0.9987360993960108
894.284686,0.9983410775355654
894.301086,0.9989163875324666
894.317486,0.9983751215467564
894.333887,0.99839189438969
894.350287,0.9982853716576474
894.366687,0.9987360993960108
894.383088,0.9991184088300383
894.399488,0.9990617204597856
894.415888,0.9988686404703064
894.432289,0.9999373969596521
894.448689,0.999811817708509
894.465089,0.999571891664536
894.48149,0.9997518807866647
894.49789,0.9999493122846657
894.51429,0.999457417251286
894.530691,0.9988123058676346
894.547091,0.9993747855280702
894.563491,0.998878029879657
894.579892,0.9993105777607966
894.596292,0.9987962251189605
894.612692,0.9991273709623607
894.629093,0.9987640643983021
894.645493,0.9991840031066866
894.661893,0.9986287410359409
894.678294,0.9984404174148572
894.694694,0.9980250527797763
894.711094,0.9983962873236897
894.727495,0.9980519000147897
894.743895,0.9972914746915031
894.760295,0.9971512653671081
894.776696,0.9966606879458954
894.793096,0.9960336866816107
894.809496,0.9961520225125977
894.825897,0.9961625817800004
894.842297,0.9973668727770015
894.858697,0.9974178395263898
894.875098,0.9985565427879621
894.891498,0.9982622117056814
894.907898,0.998291061900483
894.924298,0.9982671032025029
894.940699,0.9983762197599942
894.957099,0.9997711661864521
894.973499,0.9998028094446139
894.9899,0.9997015145556466
895.0063,0.9993620535744053
895.0227,0.9995869753181871
895.039101,0.999826215102345
895.055501,0.9982448420943137
895.071901,0.9995615061665343
895.088302,0.9993172331914071
895.104702,0.9998556504194034
895.121102,0.9995027536679547
895.137503,0.9997319359355935
895.153903,0.9987668609415975
895.170303,0.999756129741187
895.186704,0.9999494442779836
895.203104,0.9995600867902034
895.219504,0.9992148683772543
895.235905,0.9998230056653458
895.252305,0.9993356707644455
895.268705,0.9998096281230259
895.285106,0.9994171499231357
895.301506,0.9995920432369991
895.317906,0.9992443356582156
895.334307,0.9992772013448886
895.350707,0.9988030169563835
895.367107,0.9982210841497926
895.383508,0.9995574679462066
895.399908,0.998645318410634
895.416308,0.9977725843800223
895.432709,0.998113182282797
895.449109,0.9976668260913663
895.465509,0.9973813347015056
895.48191,0.9973598912333276
895.49831,0.99558517412174
895.51471,0.9961847964532667
895.531111,0.9949092022575078
895.547511,0.994528423900511
895.563911,0.9958352965315388
895.580312,0.9963750859214551
895.596712,0.9963869428555261
895.613112,0.9972037169031296
895.629513,0.9975562907308074
895.645913,0.9985685255383719
895.662313,0.9984186516510053
895.678714,0.9983577499707748
895.695114,0.999000499833375
895.711514,0.9985966855678468
895.727915,0.9989110932896424
895.744315,0.9980956156453757
895.760715,0.9991061197491877
895.777116,0.9985050185996898
895.793516,0.9978882329242555
895.809916,0.998399482196921
895.826317,0.9987423914532569
895.842717,0.9988466656019405
895.859117,0.9993658511574243
895.875518,0.9996215316372263
895.891918,0.9999676305239028
895.908318,0.9997382642587771
895.924718,0.9994499913102632
895.941119,0.9986960508814031
895.957519,0.9979288478018428
895.973919,0.9979040994732978
895.99032,0.998469572300705
896.00672,0.9992819379300487
