nu,[0]Myrcene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
577.169943,0.9753928168942619
577.289546,0.9780035295568477
577.409148,0.9843783045210586
577.528751,0.9850400290562386
577.648353,0.9876627358368913
577.767955,0.9817751189095436
577.887558,0.9844019298838703
578.00716,0.9825598706961421
578.126763,0.985921048599272
578.246365,0.986137975091003
578.365967,0.9908405060863232
578.48557,0.9828301118170347
578.605172,0.9875610118139773
578.724774,0.9891087439164149
578.844377,0.9817466478439276
578.963979,0.9856617854580879
579.083582,0.9910486044421639
579.203184,0.990461978251296
579.322786,0.9897795870349094
579.442389,0.9884531821619337
579.561991,0.9812137041214639
579.681594,0.9840436727881396
579.801196,0.9878089207392111
579.920798,0.9867061541845253
580.040401,0.9902802451528085
580.160003,0.992208710676326
580.279606,0.9868245660275959
580.399208,0.9846953253727323
580.51881,0.9833944182416677
580.638413,0.9879847663769001
580.758015,0.9901308231379896
580.877618,0.9952851499661711
580.99722,0.9936461714817194
581.116822,0.9866775401209599
581.236425,0.9892640461801185
581.356027,0.9862809754646678
581.47563,0.9835625930657247
581.595232,0.9929642674753282
581.714834,0.9980522992356295
581.834437,0.9979038001021129
581.954039,0.9877269360012034
582.073641,0.994247012178184
582.193244,0.9884551590702749
582.312846,0.9891305045481472
582.432449,0.9937883724230931
582.552051,0.9941446100097319
582.671653,0.9946109731854427
582.791256,0.9939813848659192
582.910858,0.9899795427063334
583.030461,0.9896677482605842
583.150063,0.988715156965335
583.269665,0.9972093012595805
583.389268,1.0004925312537054
583.50887,0.9938083477701304
583.628473,0.9914958664672132
583.748075,0.990626408587026
583.867677,0.9920532437525147
583.98728,0.9875659496313808
584.106882,0.9955205627406015
584.226485,1.0001888878370615
584.346087,0.99435171190091
584.465689,0.9941563409853426
584.585292,0.988008478295835
584.704894,0.9869953014457066
584.824496,0.995663131492865
584.944099,0.9936753851085991
585.063701,0.9965079115730414
585.183304,0.9973355559488731
585.302906,0.9959830894555077
585.422508,0.9884551590702749
585.542111,0.9856539001953453
585.661713,0.9926455770980106
585.781316,0.9946650814941166
585.900918,1.000847568983763
586.02052,0.9943610588509324
586.140123,0.9945069423185566
586.259725,0.9915975000021559
